2015-02-19, 15:35, 3
2015-02-19, 15:40, 7
2015-02-19, 15:45, 64
2015-02-19, 15:50, 58
2015-02-19, 15:55, 23
2015-02-19, 16:00, 32
2015-02-19, 16:05, 35
2015-02-19, 16:10, 16
2015-02-19, 16:15, 37
2015-02-19, 16:20, 68
2015-02-19, 16:25, 89
2015-02-19, 16:30, 73
2015-02-19, 16:35, 64
2015-02-19, 16:40, 78
2015-02-19, 16:45, 99
2015-02-19, 16:50, 74
2015-02-19, 16:55, 73
2015-02-19, 17:00, 78
2015-02-19, 17:05, 48
2015-02-19, 17:10, 16
2015-02-19, 17:15, 28
2015-02-19, 17:20, 26
2015-02-19, 17:25, 47
2015-02-19, 17:30, 50
2015-02-19, 17:35, 42
2015-02-19, 17:40, 30
2015-02-19, 17:45, 27
2015-02-19, 17:50, 33
2015-02-19, 17:55, 39
2015-02-19, 18:00, 46
2015-02-19, 18:05, 46
2015-02-19, 18:10, 41
2015-02-19, 18:15, 43
2015-02-19, 18:20, 50
2015-02-19, 18:25, 54
2015-02-19, 18:30, 47
2015-02-19, 18:35, 38
2015-02-19, 18:40, 12
2015-02-19, 18:45, 28
2015-02-19, 18:50, 42
2015-02-19, 18:55, 47
2015-02-19, 19:00, 44
2015-02-19, 19:05, 46
2015-02-19, 19:10, 57
2015-02-19, 19:15, 50
2015-02-19, 19:20, 46
2015-02-19, 19:25, 48
2015-02-19, 19:30, 42
2015-02-19, 19:35, 42
2015-02-19, 19:40, 37
2015-02-19, 19:45, 41
2015-02-19, 19:50, 41
2015-02-19, 19:55, 50
2015-02-19, 20:00, 46
2015-02-19, 20:05, 41
2015-02-19, 20:10, 36
2015-02-19, 20:15, 28
2015-02-19, 20:20, 32
2015-02-19, 20:25, 28
2015-02-19, 20:30, 23
2015-02-19, 20:35, 9
2015-02-19, 20:40, 6
2015-02-19, 20:45, 0
2015-02-19, 20:50, 21
2015-02-19, 20:55, 16
2015-02-19, 21:00, 30
2015-02-19, 21:05, 38
2015-02-19, 21:10, 58
2015-02-19, 21:15, 69
2015-02-19, 21:20, 73
2015-02-19, 21:25, 67
2015-02-19, 21:30, 66
2015-02-19, 21:35, 69
2015-02-19, 21:40, 51
2015-02-19, 21:45, 33
2015-02-19, 21:50, 24
2015-02-19, 21:55, 14
2015-02-19, 22:00, 3
2015-02-20, 15:35, 24
2015-02-20, 15:40, 38
2015-02-20, 15:45, 13
2015-02-20, 15:50, 16
2015-02-20, 15:55, 0
2015-02-20, 16:00, 6
2015-02-20, 16:05, 5
2015-02-20, 16:10, 0
2015-02-20, 16:15, 9
2015-02-20, 16:20, 12
2015-02-20, 16:25, 18
2015-02-20, 16:30, 33
2015-02-20, 16:35, 24
2015-02-20, 16:40, 28
2015-02-20, 16:45, 39
2015-02-20, 16:50, 36
2015-02-20, 16:55, 34
2015-02-20, 17:00, 36
2015-02-20, 17:05, 38
2015-02-20, 17:10, 45
2015-02-20, 17:15, 38
2015-02-20, 17:20, 26
2015-02-20, 17:25, 23
2015-02-20, 17:30, 32
2015-02-20, 17:35, 29
2015-02-20, 17:40, 26
2015-02-20, 17:45, 21
2015-02-20, 17:50, 28
2015-02-20, 17:55, 29
2015-02-20, 18:00, 24
2015-02-20, 18:05, 26
2015-02-20, 18:10, 24
2015-02-20, 18:15, 22
2015-02-20, 18:20, 22
2015-02-20, 18:25, 20
2015-02-20, 18:30, 20
2015-02-20, 18:35, 13
2015-02-20, 18:40, 5
2015-02-20, 18:45, 3
2015-02-20, 18:50, 9
2015-02-20, 18:55, 15
2015-02-20, 19:00, 16
2015-02-20, 19:05, 19
2015-02-20, 19:10, 22
2015-02-20, 19:15, 18
2015-02-20, 19:20, 23
2015-02-20, 19:25, 26
2015-02-20, 19:30, 26
2015-02-20, 19:35, 29
2015-02-20, 19:40, 29
2015-02-20, 19:45, 32
2015-02-20, 19:50, 35
2015-02-20, 19:55, 40
2015-02-20, 20:00, 38
2015-02-20, 20:05, 42
2015-02-20, 20:10, 49
2015-02-20, 20:15, 56
2015-02-20, 20:20, 51
2015-02-20, 20:25, 51
2015-02-20, 20:30, 48
2015-02-20, 20:35, 51
2015-02-20, 20:40, 55
2015-02-20, 20:45, 55
2015-02-20, 20:50, 56
2015-02-20, 20:55, 69
2015-02-20, 21:00, 81
2015-02-20, 21:05, 77
2015-02-20, 21:10, 88
2015-02-20, 21:15, 99
2015-02-20, 21:20, 95
2015-02-20, 21:25, 78
2015-02-20, 21:30, 81
2015-02-20, 21:35, 95
2015-02-20, 21:40, 92
2015-02-20, 21:45, 92
2015-02-20, 21:50, 92
2015-02-20, 21:55, 82
2015-02-20, 22:00, 91
2015-02-23, 15:35, 5
2015-02-23, 15:40, 0
2015-02-23, 15:45, 5
2015-02-23, 15:50, 14
2015-02-23, 15:55, 10
2015-02-23, 16:00, 20
2015-02-23, 16:05, 21
2015-02-23, 16:10, 28
2015-02-23, 16:15, 26
2015-02-23, 16:20, 26
2015-02-23, 16:25, 23
2015-02-23, 16:30, 29
2015-02-23, 16:35, 30
2015-02-23, 16:40, 34
2015-02-23, 16:45, 39
2015-02-23, 16:50, 45
2015-02-23, 16:55, 46
2015-02-23, 17:00, 43
2015-02-23, 17:05, 49
2015-02-23, 17:10, 50
2015-02-23, 17:15, 54
2015-02-23, 17:20, 53
2015-02-23, 17:25, 61
2015-02-23, 17:30, 62
2015-02-23, 17:35, 67
2015-02-23, 17:40, 65
2015-02-23, 17:45, 65
2015-02-23, 17:50, 58
2015-02-23, 17:55, 63
2015-02-23, 18:00, 65
2015-02-23, 18:05, 62
2015-02-23, 18:10, 63
2015-02-23, 18:15, 63
2015-02-23, 18:20, 59
2015-02-23, 18:25, 57
2015-02-23, 18:30, 61
2015-02-23, 18:35, 64
2015-02-23, 18:40, 70
2015-02-23, 18:45, 69
2015-02-23, 18:50, 65
2015-02-23, 18:55, 69
2015-02-23, 19:00, 73
2015-02-23, 19:05, 76
2015-02-23, 19:10, 71
2015-02-23, 19:15, 70
2015-02-23, 19:20, 75
2015-02-23, 19:25, 77
2015-02-23, 19:30, 76
2015-02-23, 19:35, 72
2015-02-23, 19:40, 72
2015-02-23, 19:45, 71
2015-02-23, 19:50, 68
2015-02-23, 19:55, 69
2015-02-23, 20:00, 70
2015-02-23, 20:05, 74
2015-02-23, 20:10, 76
2015-02-23, 20:15, 76
2015-02-23, 20:20, 79
2015-02-23, 20:25, 80
2015-02-23, 20:30, 85
2015-02-23, 20:35, 86
2015-02-23, 20:40, 87
2015-02-23, 20:45, 88
2015-02-23, 20:50, 88
2015-02-23, 20:55, 88
2015-02-23, 21:00, 86
2015-02-23, 21:05, 84
2015-02-23, 21:10, 81
2015-02-23, 21:15, 75
2015-02-23, 21:20, 78
2015-02-23, 21:25, 84
2015-02-23, 21:30, 79
2015-02-23, 21:35, 88
2015-02-23, 21:40, 90
2015-02-23, 21:45, 90
2015-02-23, 21:50, 95
2015-02-23, 21:55, 96
2015-02-23, 22:00, 99
2015-02-24, 15:35, 73
2015-02-24, 15:40, 38
2015-02-24, 15:45, 0
2015-02-24, 15:50, 21
2015-02-24, 15:55, 23
2015-02-24, 16:00, 22
2015-02-24, 16:05, 14
2015-02-24, 16:10, 23
2015-02-24, 16:15, 30
2015-02-24, 16:20, 31
2015-02-24, 16:25, 38
2015-02-24, 16:30, 48
2015-02-24, 16:35, 57
2015-02-24, 16:40, 59
2015-02-24, 16:45, 67
2015-02-24, 16:50, 72
2015-02-24, 16:55, 85
2015-02-24, 17:00, 84
2015-02-24, 17:05, 85
2015-02-24, 17:10, 81
2015-02-24, 17:15, 94
2015-02-24, 17:20, 99
2015-02-24, 17:25, 98
2015-02-24, 17:30, 98
2015-02-24, 17:35, 99
2015-02-24, 17:40, 93
2015-02-24, 17:45, 75
2015-02-24, 17:50, 85
2015-02-24, 17:55, 82
2015-02-24, 18:00, 79
2015-02-24, 18:05, 70
2015-02-24, 18:10, 69
2015-02-24, 18:15, 72
2015-02-24, 18:20, 69
2015-02-24, 18:25, 60
2015-02-24, 18:30, 61
2015-02-24, 18:35, 56
2015-02-24, 18:40, 46
2015-02-24, 18:45, 33
2015-02-24, 18:50, 31
2015-02-24, 18:55, 24
2015-02-24, 19:00, 23
2015-02-24, 19:05, 30
2015-02-24, 19:10, 45
2015-02-24, 19:15, 45
2015-02-24, 19:20, 47
2015-02-24, 19:25, 47
2015-02-24, 19:30, 43
2015-02-24, 19:35, 44
2015-02-24, 19:40, 43
2015-02-24, 19:45, 57
2015-02-24, 19:50, 63
2015-02-24, 19:55, 57
2015-02-24, 20:00, 56
2015-02-24, 20:05, 51
2015-02-24, 20:10, 52
2015-02-24, 20:15, 51
2015-02-24, 20:20, 66
2015-02-24, 20:25, 66
2015-02-24, 20:30, 62
2015-02-24, 20:35, 57
2015-02-24, 20:40, 59
2015-02-24, 20:45, 52
2015-02-24, 20:50, 59
2015-02-24, 20:55, 58
2015-02-24, 21:00, 66
2015-02-24, 21:05, 61
2015-02-24, 21:10, 64
2015-02-24, 21:15, 66
2015-02-24, 21:20, 63
2015-02-24, 21:25, 69
2015-02-24, 21:30, 71
2015-02-24, 21:35, 71
2015-02-24, 21:40, 65
2015-02-24, 21:45, 62
2015-02-24, 21:50, 66
2015-02-24, 21:55, 43
2015-02-24, 22:00, 31
2015-02-25, 15:35, 99
2015-02-25, 15:40, 74
2015-02-25, 15:45, 90
2015-02-25, 15:50, 95
2015-02-25, 15:55, 88
2015-02-25, 16:00, 88
2015-02-25, 16:05, 83
2015-02-25, 16:10, 87
2015-02-25, 16:15, 91
2015-02-25, 16:20, 89
2015-02-25, 16:25, 83
2015-02-25, 16:30, 75
2015-02-25, 16:35, 60
2015-02-25, 16:40, 71
2015-02-25, 16:45, 68
2015-02-25, 16:50, 73
2015-02-25, 16:55, 73
2015-02-25, 17:00, 76
2015-02-25, 17:05, 78
2015-02-25, 17:10, 79
2015-02-25, 17:15, 73
2015-02-25, 17:20, 78
2015-02-25, 17:25, 81
2015-02-25, 17:30, 84
2015-02-25, 17:35, 89
2015-02-25, 17:40, 84
2015-02-25, 17:45, 88
2015-02-25, 17:50, 86
2015-02-25, 17:55, 87
2015-02-25, 18:00, 83
2015-02-25, 18:05, 78
2015-02-25, 18:10, 80
2015-02-25, 18:15, 78
2015-02-25, 18:20, 81
2015-02-25, 18:25, 80
2015-02-25, 18:30, 80
2015-02-25, 18:35, 78
2015-02-25, 18:40, 73
2015-02-25, 18:45, 79
2015-02-25, 18:50, 80
2015-02-25, 18:55, 84
2015-02-25, 19:00, 83
2015-02-25, 19:05, 81
2015-02-25, 19:10, 81
2015-02-25, 19:15, 80
2015-02-25, 19:20, 81
2015-02-25, 19:25, 81
2015-02-25, 19:30, 81
2015-02-25, 19:35, 78
2015-02-25, 19:40, 80
2015-02-25, 19:45, 79
2015-02-25, 19:50, 78
2015-02-25, 19:55, 73
2015-02-25, 20:00, 63
2015-02-25, 20:05, 59
2015-02-25, 20:10, 44
2015-02-25, 20:15, 41
2015-02-25, 20:20, 51
2015-02-25, 20:25, 55
2015-02-25, 20:30, 54
2015-02-25, 20:35, 55
2015-02-25, 20:40, 42
2015-02-25, 20:45, 12
2015-02-25, 20:50, 12
2015-02-25, 20:55, 16
2015-02-25, 21:00, 17
2015-02-25, 21:05, 24
2015-02-25, 21:10, 12
2015-02-25, 21:15, 12
2015-02-25, 21:20, 26
2015-02-25, 21:25, 20
2015-02-25, 21:30, 19
2015-02-25, 21:35, 0
2015-02-25, 21:40, 0
2015-02-25, 21:45, 3
2015-02-25, 21:50, 9
2015-02-25, 21:55, 9
2015-02-25, 22:00, 12
2015-02-26, 15:35, 49
2015-02-26, 15:40, 19
2015-02-26, 15:45, 35
2015-02-26, 15:50, 32
2015-02-26, 15:55, 24
2015-02-26, 16:00, 19
2015-02-26, 16:05, 0
2015-02-26, 16:10, 4
2015-02-26, 16:15, 0
2015-02-26, 16:20, 3
2015-02-26, 16:25, 10
2015-02-26, 16:30, 8
2015-02-26, 16:35, 17
2015-02-26, 16:40, 22
2015-02-26, 16:45, 20
2015-02-26, 16:50, 20
2015-02-26, 16:55, 18
2015-02-26, 17:00, 20
2015-02-26, 17:05, 21
2015-02-26, 17:10, 27
2015-02-26, 17:15, 30
2015-02-26, 17:20, 35
2015-02-26, 17:25, 34
2015-02-26, 17:30, 31
2015-02-26, 17:35, 33
2015-02-26, 17:40, 40
2015-02-26, 17:45, 47
2015-02-26, 17:50, 48
2015-02-26, 17:55, 55
2015-02-26, 18:00, 64
2015-02-26, 18:05, 63
2015-02-26, 18:10, 56
2015-02-26, 18:15, 53
2015-02-26, 18:20, 57
2015-02-26, 18:25, 54
2015-02-26, 18:30, 62
2015-02-26, 18:35, 71
2015-02-26, 18:40, 74
2015-02-26, 18:45, 75
2015-02-26, 18:50, 76
2015-02-26, 18:55, 81
2015-02-26, 19:00, 75
2015-02-26, 19:05, 78
2015-02-26, 19:10, 85
2015-02-26, 19:15, 88
2015-02-26, 19:20, 95
2015-02-26, 19:25, 91
2015-02-26, 19:30, 85
2015-02-26, 19:35, 89
2015-02-26, 19:40, 96
2015-02-26, 19:45, 99
2015-02-26, 19:50, 98
2015-02-26, 19:55, 96
2015-02-26, 20:00, 96
2015-02-26, 20:05, 89
2015-02-26, 20:10, 86
2015-02-26, 20:15, 87
2015-02-26, 20:20, 82
2015-02-26, 20:25, 74
2015-02-26, 20:30, 69
2015-02-26, 20:35, 64
2015-02-26, 20:40, 58
2015-02-26, 20:45, 63
2015-02-26, 20:50, 66
2015-02-26, 20:55, 70
2015-02-26, 21:00, 69
2015-02-26, 21:05, 71
2015-02-26, 21:10, 64
2015-02-26, 21:15, 73
2015-02-26, 21:20, 81
2015-02-26, 21:25, 82
2015-02-26, 21:30, 81
2015-02-26, 21:35, 85
2015-02-26, 21:40, 86
2015-02-26, 21:45, 85
2015-02-26, 21:50, 85
2015-02-26, 21:55, 84
2015-02-26, 22:00, 88
2015-02-27, 15:35, 82
2015-02-27, 15:40, 77
2015-02-27, 15:45, 48
2015-02-27, 15:50, 35
2015-02-27, 15:55, 42
2015-02-27, 16:00, 52
2015-02-27, 16:05, 77
2015-02-27, 16:10, 99
2015-02-27, 16:15, 75
2015-02-27, 16:20, 58
2015-02-27, 16:25, 69
2015-02-27, 16:30, 86
2015-02-27, 16:35, 89
2015-02-27, 16:40, 84
2015-02-27, 16:45, 82
2015-02-27, 16:50, 90
2015-02-27, 16:55, 84
2015-02-27, 17:00, 73
2015-02-27, 17:05, 72
2015-02-27, 17:10, 65
2015-02-27, 17:15, 73
2015-02-27, 17:20, 76
2015-02-27, 17:25, 71
2015-02-27, 17:30, 74
2015-02-27, 17:35, 65
2015-02-27, 17:40, 75
2015-02-27, 17:45, 74
2015-02-27, 17:50, 77
2015-02-27, 17:55, 76
2015-02-27, 18:00, 77
2015-02-27, 18:05, 78
2015-02-27, 18:10, 78
2015-02-27, 18:15, 75
2015-02-27, 18:20, 81
2015-02-27, 18:25, 80
2015-02-27, 18:30, 81
2015-02-27, 18:35, 80
2015-02-27, 18:40, 80
