2015-02-19, 15:35, 0
2015-02-19, 15:40, 28
2015-02-19, 15:45, 65
2015-02-19, 15:50, 78
2015-02-19, 15:55, 70
2015-02-19, 16:00, 66
2015-02-19, 16:05, 65
2015-02-19, 16:10, 66
2015-02-19, 16:15, 73
2015-02-19, 16:20, 62
2015-02-19, 16:25, 48
2015-02-19, 16:30, 55
2015-02-19, 16:35, 52
2015-02-19, 16:40, 56
2015-02-19, 16:45, 66
2015-02-19, 16:50, 71
2015-02-19, 16:55, 79
2015-02-19, 17:00, 88
2015-02-19, 17:05, 82
2015-02-19, 17:10, 64
2015-02-19, 17:15, 59
2015-02-19, 17:20, 71
2015-02-19, 17:25, 64
2015-02-19, 17:30, 80
2015-02-19, 17:35, 79
2015-02-19, 17:40, 82
2015-02-19, 17:45, 65
2015-02-19, 17:50, 75
2015-02-19, 17:55, 76
2015-02-19, 18:00, 80
2015-02-19, 18:05, 88
2015-02-19, 18:10, 93
2015-02-19, 18:15, 87
2015-02-19, 18:20, 90
2015-02-19, 18:25, 82
2015-02-19, 18:30, 73
2015-02-19, 18:35, 79
2015-02-19, 18:40, 61
2015-02-19, 18:45, 74
2015-02-19, 18:50, 71
2015-02-19, 18:55, 70
2015-02-19, 19:00, 61
2015-02-19, 19:05, 74
2015-02-19, 19:10, 72
2015-02-19, 19:15, 71
2015-02-19, 19:20, 70
2015-02-19, 19:25, 69
2015-02-19, 19:30, 58
2015-02-19, 19:35, 62
2015-02-19, 19:40, 69
2015-02-19, 19:45, 69
2015-02-19, 19:50, 68
2015-02-19, 19:55, 74
2015-02-19, 20:00, 78
2015-02-19, 20:05, 82
2015-02-19, 20:10, 91
2015-02-19, 20:15, 90
2015-02-19, 20:20, 84
2015-02-19, 20:25, 93
2015-02-19, 20:30, 89
2015-02-19, 20:35, 79
2015-02-19, 20:40, 96
2015-02-19, 20:45, 84
2015-02-19, 20:50, 89
2015-02-19, 20:55, 89
2015-02-19, 21:00, 83
2015-02-19, 21:05, 86
2015-02-19, 21:10, 86
2015-02-19, 21:15, 90
2015-02-19, 21:20, 88
2015-02-19, 21:25, 89
2015-02-19, 21:30, 94
2015-02-19, 21:35, 85
2015-02-19, 21:40, 90
2015-02-19, 21:45, 84
2015-02-19, 21:50, 93
2015-02-19, 21:55, 96
2015-02-19, 22:00, 99
2015-02-20, 15:35, 99
2015-02-20, 15:40, 78
2015-02-20, 15:45, 43
2015-02-20, 15:50, 35
2015-02-20, 15:55, 16
2015-02-20, 16:00, 27
2015-02-20, 16:05, 4
2015-02-20, 16:10, 7
2015-02-20, 16:15, 0
2015-02-20, 16:20, 19
2015-02-20, 16:25, 9
2015-02-20, 16:30, 17
2015-02-20, 16:35, 3
2015-02-20, 16:40, 1
2015-02-20, 16:45, 8
2015-02-20, 16:50, 19
2015-02-20, 16:55, 4
2015-02-20, 17:00, 10
2015-02-20, 17:05, 7
2015-02-20, 17:10, 12
2015-02-20, 17:15, 13
2015-02-20, 17:20, 12
2015-02-20, 17:25, 11
2015-02-20, 17:30, 16
2015-02-20, 17:35, 18
2015-02-20, 17:40, 30
2015-02-20, 17:45, 20
2015-02-20, 17:50, 14
2015-02-20, 17:55, 15
2015-02-20, 18:00, 14
2015-02-20, 18:05, 14
2015-02-20, 18:10, 18
2015-02-20, 18:15, 19
2015-02-20, 18:20, 20
2015-02-20, 18:25, 26
2015-02-20, 18:30, 20
2015-02-20, 18:35, 17
2015-02-20, 18:40, 24
2015-02-20, 18:45, 25
2015-02-20, 18:50, 29
2015-02-20, 18:55, 22
2015-02-20, 19:00, 23
2015-02-20, 19:05, 20
2015-02-20, 19:10, 13
2015-02-20, 19:15, 18
2015-02-20, 19:20, 23
2015-02-20, 19:25, 22
2015-02-20, 19:30, 20
2015-02-20, 19:35, 21
2015-02-20, 19:40, 21
2015-02-20, 19:45, 30
2015-02-20, 19:50, 38
2015-02-20, 19:55, 41
2015-02-20, 20:00, 38
2015-02-20, 20:05, 49
2015-02-20, 20:10, 57
2015-02-20, 20:15, 54
2015-02-20, 20:20, 49
2015-02-20, 20:25, 43
2015-02-20, 20:30, 41
2015-02-20, 20:35, 36
2015-02-20, 20:40, 39
2015-02-20, 20:45, 39
2015-02-20, 20:50, 41
2015-02-20, 20:55, 47
2015-02-20, 21:00, 48
2015-02-20, 21:05, 53
2015-02-20, 21:10, 58
2015-02-20, 21:15, 59
2015-02-20, 21:20, 58
2015-02-20, 21:25, 56
2015-02-20, 21:30, 53
2015-02-20, 21:35, 53
2015-02-20, 21:40, 52
2015-02-20, 21:45, 49
2015-02-20, 21:50, 41
2015-02-20, 21:55, 35
2015-02-20, 22:00, 33
2015-02-23, 15:35, 99
2015-02-23, 15:40, 47
2015-02-23, 15:45, 68
2015-02-23, 15:50, 57
2015-02-23, 15:55, 66
2015-02-23, 16:00, 61
2015-02-23, 16:05, 68
2015-02-23, 16:10, 63
2015-02-23, 16:15, 62
2015-02-23, 16:20, 58
2015-02-23, 16:25, 42
2015-02-23, 16:30, 37
2015-02-23, 16:35, 48
2015-02-23, 16:40, 53
2015-02-23, 16:45, 51
2015-02-23, 16:50, 58
2015-02-23, 16:55, 50
2015-02-23, 17:00, 35
2015-02-23, 17:05, 37
2015-02-23, 17:10, 48
2015-02-23, 17:15, 46
2015-02-23, 17:20, 43
2015-02-23, 17:25, 41
2015-02-23, 17:30, 30
2015-02-23, 17:35, 26
2015-02-23, 17:40, 33
2015-02-23, 17:45, 31
2015-02-23, 17:50, 31
2015-02-23, 17:55, 28
2015-02-23, 18:00, 28
2015-02-23, 18:05, 30
2015-02-23, 18:10, 22
2015-02-23, 18:15, 32
2015-02-23, 18:20, 41
2015-02-23, 18:25, 31
2015-02-23, 18:30, 29
2015-02-23, 18:35, 31
2015-02-23, 18:40, 28
2015-02-23, 18:45, 22
2015-02-23, 18:50, 28
2015-02-23, 18:55, 26
2015-02-23, 19:00, 27
2015-02-23, 19:05, 27
