Date,Time,Open,High,Low,Close,Volume,OpenInt
2015-01-27,16:25:00,15.50,15.50,15.50,15.50,202,0
2015-01-27,16:30:00,15.499,15.499,15.499,15.499,202,0
2015-01-27,16:35:00,15.499,15.499,15.499,15.499,684,0
2015-01-27,16:40:00,15.479,15.519,15.479,15.509,8289,0
2015-01-27,16:45:00,15.519,15.519,15.519,15.519,101,0
2015-01-27,16:50:00,15.509,15.519,15.509,15.519,604,0
2015-01-27,16:55:00,15.519,15.519,15.489,15.489,3242,0
2015-01-27,17:00:00,15.519,15.519,15.519,15.519,505,0
2015-01-27,17:05:00,15.519,15.519,15.519,15.519,202,0
2015-01-27,17:10:00,15.519,15.519,15.519,15.519,704,0
2015-01-27,17:15:00,15.519,15.519,15.519,15.519,505,0
2015-01-27,17:20:00,15.519,15.519,15.519,15.519,706,0
2015-01-27,17:30:00,15.519,15.519,15.519,15.519,492,0
2015-01-27,18:05:00,15.529,15.529,15.519,15.519,621,0
2015-01-27,18:15:00,15.509,15.529,15.509,15.529,1006,0
2015-01-27,18:20:00,15.529,15.539,15.529,15.539,7717,0
2015-01-27,18:45:00,15.539,15.539,15.539,15.539,821,0
2015-01-27,18:55:00,15.548,15.548,15.548,15.548,966,0
2015-01-27,19:10:00,15.539,15.539,15.539,15.539,201,0
2015-01-27,19:15:00,15.529,15.539,15.529,15.539,604,0
2015-01-27,19:20:00,15.529,15.529,15.529,15.529,391,0
2015-01-27,19:25:00,15.539,15.539,15.539,15.539,202,0
2015-01-27,19:35:00,15.548,15.548,15.548,15.548,101,0
2015-01-27,19:40:00,15.548,15.548,15.548,15.548,101,0
2015-01-27,19:45:00,15.548,15.548,15.548,15.548,303,0
2015-01-27,19:50:00,15.548,15.548,15.548,15.548,202,0
2015-01-27,19:55:00,15.548,15.578,15.548,15.578,2525,0
2015-01-27,20:00:00,15.568,15.568,15.568,15.568,402,0
2015-01-27,20:05:00,15.578,15.578,15.578,15.578,194,0
2015-01-27,20:20:00,15.568,15.568,15.568,15.568,623,0
2015-01-27,20:25:00,15.558,15.578,15.558,15.578,742,0
2015-01-27,20:30:00,15.558,15.558,15.558,15.558,3016,0
2015-01-27,20:45:00,15.568,15.568,15.558,15.558,2916,0
2015-01-27,20:55:00,15.558,15.558,15.558,15.558,302,0
2015-01-27,21:00:00,15.539,15.539,15.519,15.519,5138,0
