Date,Time,Open,High,Low,Close,Volume,OpenInt
2014-05-14,22:00:00,0.95,0.95,0.95,0.95,400,0
2014-05-15,15:35:00,0.95,0.95,0.94,0.94,28734,0
2014-05-15,15:40:00,0.96,0.97,0.96,0.97,200,0
2014-05-15,15:45:00,0.96,0.99,0.96,0.99,1251,0
2014-05-15,15:50:00,0.99,1.0,0.99,1.0,600,0
2014-05-15,15:55:00,1.0,1.0,1.0,1.0,600,0
2014-05-15,16:00:00,1.0,1.0,1.0,1.0,500,0
2014-05-15,16:05:00,1.0,1.01,1.0,1.01,700,0
2014-05-15,16:10:00,1.01,1.01,1.01,1.01,500,0
2014-05-15,16:25:00,1.01,1.01,1.01,1.01,200,0
2014-05-15,16:30:00,1.01,1.01,1.01,1.01,500,0
2014-05-15,16:35:00,1.01,1.01,1.01,1.01,400,0
2014-05-15,16:40:00,1.01,1.02,1.01,1.02,1480,0
2014-05-15,16:45:00,1.02,1.02,1.02,1.02,400,0
2014-05-15,16:50:00,1.02,1.02,1.02,1.02,400,0
2014-05-15,16:55:00,1.01,1.01,1.01,1.01,400,0
2014-05-15,17:00:00,1.01,1.01,1.01,1.01,400,0
2014-05-15,17:05:00,1.01,1.01,1.01,1.01,400,0
2014-05-15,17:10:00,1.01,1.01,1.01,1.01,400,0
2014-05-15,17:15:00,1.01,1.01,1.01,1.01,400,0
2014-05-15,17:20:00,1.01,1.01,1.0,1.01,500,0
2014-05-15,17:25:00,1.01,1.01,1.01,1.01,400,0
2014-05-15,17:30:00,1.01,1.01,1.01,1.01,400,0
2014-05-15,17:35:00,1.01,1.01,1.01,1.01,300,0
2014-05-15,17:40:00,1.01,1.01,1.01,1.01,400,0
2014-05-15,17:45:00,1.01,1.01,1.01,1.01,400,0
2014-05-15,17:50:00,1.01,1.01,1.01,1.01,300,0
2014-05-15,17:55:00,1.01,1.01,1.01,1.01,300,0
2014-05-15,18:00:00,1.01,1.02,1.01,1.02,400,0
2014-05-15,18:05:00,1.02,1.02,1.02,1.02,300,0
2014-05-15,18:10:00,1.02,1.02,1.02,1.02,400,0
2014-05-15,18:15:00,1.05,1.05,1.05,1.05,300,0
2014-05-15,18:20:00,1.05,1.05,1.05,1.05,500,0
2014-05-15,18:25:00,1.05,1.05,1.05,1.05,300,0
2014-05-15,18:30:00,1.05,1.05,1.05,1.05,300,0
2014-05-15,18:35:00,1.05,1.05,1.04,1.05,300,0
2014-05-15,18:40:00,1.05,1.05,1.05,1.05,300,0
2014-05-15,18:45:00,1.05,1.05,1.05,1.05,300,0
2014-05-15,18:50:00,1.05,1.05,1.04,1.05,2300,0
2014-05-15,18:55:00,1.05,1.05,1.04,1.04,300,0
2014-05-15,19:00:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,19:05:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,19:10:00,1.03,1.03,1.03,1.03,300,0
2014-05-15,19:15:00,1.03,1.04,1.03,1.04,300,0
2014-05-15,19:20:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,19:25:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,19:30:00,1.04,1.04,1.04,1.04,200,0
2014-05-15,19:35:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,19:40:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,19:45:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,19:50:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,19:55:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,20:00:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,20:05:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,20:10:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,20:15:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,20:20:00,1.04,1.04,1.0,1.04,600,0
2014-05-15,20:25:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,20:30:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,20:35:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,20:40:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,20:45:00,1.04,1.05,1.04,1.05,400,0
2014-05-15,20:50:00,1.02,1.04,1.01,1.04,1300,0
2014-05-15,20:55:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,21:00:00,1.04,1.04,1.03,1.04,900,0
2014-05-15,21:05:00,1.04,1.04,1.04,1.04,300,0
2014-05-15,21:10:00,1.04,1.05,1.04,1.05,400,0
2014-05-15,21:15:00,1.05,1.05,1.05,1.05,300,0
2014-05-15,21:20:00,1.05,1.05,1.05,1.05,400,0
2014-05-15,21:25:00,1.05,1.05,1.05,1.05,400,0
2014-05-15,21:30:00,1.05,1.05,1.02,1.05,585,0
2014-05-15,21:35:00,1.05,1.05,1.05,1.05,700,0
2014-05-15,21:40:00,1.05,1.05,1.05,1.05,500,0
2014-05-15,21:45:00,1.05,1.05,1.05,1.05,500,0
2014-05-15,21:50:00,1.05,1.05,1.05,1.05,900,0
2014-05-15,21:55:00,1.05,1.05,1.05,1.05,1000,0
2014-05-15,22:00:00,1.05,1.05,1.05,1.05,1800,0
2014-05-16,21:05:00,0.99,0.99,0.99,0.99,680,0
2014-05-16,21:35:00,1.0,1.0,1.0,1.0,200,0
2014-05-19,16:15:00,1.01,1.01,1.0,1.0,300,0
2014-05-19,16:25:00,0.99,0.99,0.99,0.99,2900,0
2014-05-19,16:40:00,0.98,0.98,0.88,0.95,3000,0
2014-05-19,17:00:00,0.92,0.92,0.89,0.91,2000,0
2014-05-19,17:20:00,0.92,0.92,0.92,0.92,200,0
2014-05-19,17:25:00,0.9,0.9,0.9,0.9,1000,0
2014-05-19,22:00:00,0.91,0.91,0.91,0.91,100,0
2014-05-20,17:50:00,0.92,0.93,0.92,0.93,600,0
2014-05-20,19:25:00,0.93,0.93,0.93,0.93,4100,0
2014-05-21,16:10:00,0.94,0.94,0.94,0.94,200,0
2014-05-21,19:20:00,0.94,0.94,0.94,0.94,1760,0
2014-05-22,15:40:00,0.95,0.95,0.95,0.95,2600,0
2014-05-22,19:20:00,0.95,0.95,0.95,0.95,100,0
2014-05-22,19:55:00,0.93,0.93,0.93,0.93,1000,0
2014-05-27,15:40:00,1.0,1.0,1.0,1.0,111,0
2014-05-27,15:50:00,0.95,0.95,0.95,0.95,200,0
2014-05-28,18:55:00,0.92,0.92,0.92,0.92,450,0
2014-05-30,19:05:00,0.92,0.92,0.92,0.92,1600,0
2014-06-02,15:55:00,0.88,0.88,0.88,0.88,100,0
2014-06-02,16:40:00,0.9,0.9,0.9,0.9,500,0
2014-06-02,18:35:00,0.9,0.95,0.9,0.95,3916,0
2014-06-02,18:40:00,0.97,1.0,0.97,1.0,24477,0
2014-06-02,18:55:00,0.95,0.96,0.95,0.96,200,0
2014-06-02,19:00:00,0.92,0.96,0.92,0.92,1500,0
2014-06-02,19:10:00,0.91,0.95,0.91,0.95,2100,0
2014-06-02,19:15:00,0.9,0.91,0.9,0.9,3600,0
2014-06-02,21:25:00,0.9,0.9,0.9,0.9,500,0
2014-06-03,16:45:00,0.9,0.9,0.9,0.9,100,0
2014-06-03,17:20:00,0.9,0.9,0.9,0.9,278,0
2014-06-03,17:35:00,0.9,0.9,0.9,0.9,5000,0
2014-06-03,17:40:00,0.89,0.89,0.89,0.89,1100,0
2014-06-03,21:55:00,0.89,0.89,0.88,0.89,2930,0
2014-06-04,15:55:00,0.91,0.91,0.91,0.91,1500,0
2014-06-04,17:50:00,0.91,0.91,0.91,0.91,1000,0
2014-06-04,18:00:00,0.91,0.91,0.91,0.91,700,0
2014-06-04,21:50:00,0.91,0.91,0.91,0.91,100,0
2014-06-05,16:45:00,0.99,0.99,0.95,0.95,739,0
2014-06-05,21:10:00,0.92,0.92,0.89,0.89,15200,0
2014-06-05,21:50:00,0.89,0.89,0.89,0.89,100,0
2014-06-06,18:50:00,0.93,0.93,0.93,0.93,1400,0
2014-06-06,19:50:00,0.89,0.89,0.89,0.89,400,0
2014-06-06,20:05:00,0.89,0.89,0.89,0.89,1700,0
2014-06-09,17:30:00,0.92,0.92,0.92,0.92,200,0
2014-06-11,15:55:00,0.89,0.89,0.89,0.89,386,0
2014-06-13,16:35:00,0.9,0.9,0.9,0.9,1100,0
2014-06-13,18:15:00,0.89,0.89,0.89,0.89,1000,0
